Entry	Organism	EC numbers	Interpro_ids	Org
Q9UTJ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1.3.5.1	['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']	Schizosaccharomyces pombe
P21911	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1.3.5.1	['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']	Schizosaccharomyces pombe
P36620	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2.2.1.6	['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']	Schizosaccharomyces pombe
Q09756	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Schizosaccharomyces pombe
P50521	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Schizosaccharomyces pombe
O42938	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR029068', 'InterPro:IPR035966', 'InterPro:IPR040712']	Schizosaccharomyces pombe
Q10208	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Schizosaccharomyces pombe
O60163	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2.7.2.4	['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR018042', 'InterPro:IPR027795', 'InterPro:IPR036393', 'InterPro:IPR041747', 'InterPro:IPR045865']	Schizosaccharomyces pombe
P09202	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Schizosaccharomyces pombe
P09201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Saccharomyces cerevisiae
Q9UUE1	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	6.4.1.1	['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR001882', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']	Schizosaccharomyces pombe
Q88VY1	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Lactiplantibacillus plantarum
Q88YD9	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Lactiplantibacillus plantarum
Q88ZF1	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Lactiplantibacillus plantarum
Q890J0	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Lactiplantibacillus plantarum
Q59RW5	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	2.7.1.59	['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Candida albicans
Q59RW5	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Candida albicans
P83776	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Candida albicans
O94201	Candida albicans (Yeast)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR040712']	Candida albicans
O94200	Candida albicans (Yeast)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR029068', 'InterPro:IPR035966']	Candida albicans
P46614	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Candida albicans
P20921	Proteus vulgaris	1.3.5.1	['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']	Proteus vulgaris
P55233	Beta vulgaris (Sugar beet)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']	Beta vulgaris
P55232	Beta vulgaris (Sugar beet)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']	Beta vulgaris
Q42649	Beta vulgaris (Sugar beet)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Beta vulgaris
P37099	Nitrobacter vulgaris	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Nitrobacter vulgaris
Q72AZ9	Desulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / NCIMB 8303 / VKM B-1760 / Hildenborough)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Desulfovibrio vulgaris
A1VD23	Desulfovibrio vulgaris subsp. vulgaris (strain DP4)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Desulfovibrio vulgaris
Q27651	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012004', 'InterPro:IPR022953', 'InterPro:IPR035966']	Entamoeba histolytica
Q4E657	Trypanosoma cruzi (strain CL Brener)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012004', 'InterPro:IPR022953', 'InterPro:IPR035966']	Trypanosoma cruzi
Q2RST6	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Rhodospirillum rubrum
Q9ZFN4	Rhodospirillum rubrum	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Rhodospirillum rubrum
Q2RS49	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Rhodospirillum rubrum
Q2RRP2	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Rhodospirillum rubrum
Q9BIC6	Leishmania donovani	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012004', 'InterPro:IPR022953', 'InterPro:IPR035966']	Leishmania donovani
Q8WPP2	Trypanoplasma borreli	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012004', 'InterPro:IPR022953', 'InterPro:IPR035966']	Trypanoplasma borreli
Q2FXM8	Staphylococcus aureus (strain NCTC 8325 / PS 47)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
A6U2G5	Staphylococcus aureus (strain JH1)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
P99165	Staphylococcus aureus (strain N315)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
A5ITM2	Staphylococcus aureus (strain JH9)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
P65695	Staphylococcus aureus (strain MW2)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
Q6G8M8	Staphylococcus aureus (strain MSSA476)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
A6QHN3	Staphylococcus aureus (strain Newman)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
Q5HF75	Staphylococcus aureus (strain COL)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
Q6GG08	Staphylococcus aureus (strain MRSA252)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
A8Z2L4	Staphylococcus aureus (strain USA300 / TCH1516)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Staphylococcus aureus
Q5HGD2	Staphylococcus aureus (strain COL)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
A5ISI2	Staphylococcus aureus (strain JH9)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
Q2FHD9	Staphylococcus aureus (strain USA300)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
Q6GHD5	Staphylococcus aureus (strain MRSA252)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
Q8NWX7	Staphylococcus aureus (strain MW2)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
A6U1B8	Staphylococcus aureus (strain JH1)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
A6QGJ8	Staphylococcus aureus (strain Newman)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
P99113	Staphylococcus aureus (strain N315)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
Q6G9R3	Staphylococcus aureus (strain MSSA476)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
A8Z1X0	Staphylococcus aureus (strain USA300 / TCH1516)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Staphylococcus aureus
Q5HF76	Staphylococcus aureus (strain COL)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus aureus
Q6G8M9	Staphylococcus aureus (strain MSSA476)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus aureus
Q7A0N4	Staphylococcus aureus (strain MW2)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus aureus
Q2FG40	Staphylococcus aureus (strain USA300)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus aureus
Q6GG09	Staphylococcus aureus (strain MRSA252)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus aureus
Q7A559	Staphylococcus aureus (strain N315)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus aureus
Q99TG5	Staphylococcus aureus (strain Mu50 / ATCC 700699)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus aureus
Q2FXM9	Staphylococcus aureus (strain NCTC 8325 / PS 47)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus aureus
Q2YTE3	Staphylococcus aureus (strain bovine RF122 / ET3-1)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus aureus
Q5HNK7	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Staphylococcus epidermidis
A5IVU3	Staphylococcus aureus (strain JH9)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
Q2FDY9	Staphylococcus aureus (strain USA300)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
A6U4P6	Staphylococcus aureus (strain JH1)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
Q6GDS9	Staphylococcus aureus (strain MRSA252)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
A6QK04	Staphylococcus aureus (strain Newman)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
Q5HD37	Staphylococcus aureus (strain COL)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
Q6G6F9	Staphylococcus aureus (strain MSSA476)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
Q7A3I5	Staphylococcus aureus (strain N315)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
Q8NUT7	Staphylococcus aureus (strain MW2)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
A8Z3B1	Staphylococcus aureus (strain USA300 / TCH1516)	3.1.3.11	['InterPro:IPR009164', 'InterPro:IPR029052']	Staphylococcus aureus
A0A0H3JRU9	Staphylococcus aureus (strain Mu50 / ATCC 700699)	6.4.1.1	['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']	Staphylococcus aureus
P11498	Homo sapiens (Human)	6.4.1.1	['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR001882', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']	Homo sapiens
P80581	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Emericella nidulans
Q9HGZ1	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Aspergillus oryzae
Q9HGZ0	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Aspergillus oryzae
P22360	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Emericella nidulans
P27696	Klebsiella pneumoniae	2.2.1.6	['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012782', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR045229']	Klebsiella pneumoniae
B5XZ40	Klebsiella pneumoniae (strain 342)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Klebsiella pneumoniae
A6TGB8	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Klebsiella pneumoniae
B5XTD4	Klebsiella pneumoniae (strain 342)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Klebsiella pneumoniae
A6TFR2	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Klebsiella pneumoniae
B5XTQ9	Klebsiella pneumoniae (strain 342)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Klebsiella pneumoniae
A6TF49	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Klebsiella pneumoniae
A6THE3	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Klebsiella pneumoniae
B5Y2X3	Klebsiella pneumoniae (strain 342)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Klebsiella pneumoniae
P27881	Rattus norvegicus (Rat)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Rattus norvegicus
B2HWU2	Acinetobacter baumannii (strain ACICU)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Acinetobacter baumannii
B0VT80	Acinetobacter baumannii (strain SDF)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Acinetobacter baumannii
B0VDK0	Acinetobacter baumannii (strain AYE)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Acinetobacter baumannii
A3M7W9	Acinetobacter baumannii (strain ATCC 17978 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Acinetobacter baumannii
Q65G82	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus licheniformis
Q65M11	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Bacillus licheniformis
P51181	Bacillus licheniformis	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Bacillus licheniformis
P51182	Sporosarcina psychrophila (Bacillus psychrophilus)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']	Sporosarcina psychrophila
Q65FS5	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Bacillus licheniformis
Q817F3	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Bacillus cereus
